"Datazone2001","SFI_decilesnum"
"S01001626",5
"S01001627",5
"S01001628",5
"S01001629",3
"S01001630",9
"S01001631",4
"S01001632",1
"S01001633",1
"S01001634",1
"S01001635",3
"S01001636",2
"S01001637",2
"S01001638",6
"S01001639",3
"S01001640",1
"S01001641",1
"S01001642",3
"S01001643",2
"S01001644",3
"S01001645",8
"S01001646",3
"S01001647",2
"S01001648",3
"S01001649",7
"S01001650",7
"S01001651",5
"S01001652",2
"S01001653",9
"S01001654",2
"S01001655",3
"S01001656",5
"S01001657",5
"S01001658",3
"S01001659",2
"S01001660",1
"S01001661",4
"S01001662",4
"S01001663",1
"S01001664",2
"S01001665",3
"S01001666",3
"S01001667",5
"S01001668",3
"S01001669",10
"S01001670",2
"S01001671",1
"S01001672",6
"S01001673",2
"S01001674",6
"S01001675",2
"S01001676",2
"S01001677",1
"S01001678",1
"S01001679",1
"S01001680",1
"S01001681",1
"S01001682",2
"S01001683",2
"S01001684",1
"S01001685",5
"S01001686",1
"S01001687",5
"S01001688",6
"S01001689",1
"S01001690",3
"S01001691",1
"S01001692",3
"S01001693",1
"S01001694",5
"S01001695",4
"S01001696",5
"S01001697",2
"S01001698",5
"S01001699",1
"S01001700",1
"S01001701",6
"S01001702",4
"S01001703",3
"S01001704",2
"S01001705",2
"S01001706",1
"S01001707",8
"S01001708",5
"S01001709",5
"S01001710",5
"S01001711",1
"S01001712",3
"S01001713",2
"S01001714",1
"S01001715",1
"S01001716",5
"S01001717",1
"S01001718",3
"S01001719",1
"S01001720",2
"S01001721",5
"S01001722",3
"S01001723",2
"S01001724",7
"S01001725",6
"S01001726",1
"S01001727",3
"S01001728",1
"S01001729",2
"S01001730",1
"S01001731",1
"S01001732",2
"S01001733",4
"S01001734",1
"S01001735",1
"S01001736",1
"S01001737",1
"S01001738",1
"S01001739",2
"S01001740",3
"S01001741",6
"S01001742",7
"S01001743",8
"S01001744",1
"S01001745",2
"S01001746",2
"S01001747",6
"S01001748",1
"S01001749",6
"S01001750",2
"S01001751",6
"S01001752",1
"S01001753",7
"S01001754",1
"S01001755",4
"S01001756",3
"S01001757",4
"S01001758",3
"S01001759",10
"S01001760",6
"S01001761",9
"S01001762",6
"S01001763",1
"S01001764",2
"S01001765",6
"S01001766",2
"S01001767",2
"S01001768",3
"S01001769",2
"S01001770",10
"S01001771",5
"S01001772",8
"S01001773",7
"S01001774",3
"S01001775",2
"S01001776",8
"S01001777",1
"S01001778",8
"S01001779",3
"S01001780",7
"S01001781",2
"S01001782",2
"S01001783",9
"S01001784",5
"S01001785",1
"S01001786",1
"S01001787",1
"S01001788",1
"S01001789",7
"S01001790",2
"S01001791",1
"S01001792",2
"S01001793",4
"S01001794",2
"S01001795",5
"S01001796",1
"S01001797",5
"S01001798",1
"S01001799",8
"S01001800",2
"S01001801",1
"S01001802",6
"S01001803",3
"S01001804",5
"S01001805",3
"S01001806",3
"S01001807",1
"S01001808",3
"S01001809",9
"S01001810",3
"S01001811",1
"S01001812",1
"S01001813",1
"S01001814",2
"S01001815",1
"S01001816",1
"S01001817",7
"S01001818",1
"S01001819",1
"S01001820",9
"S01001821",3
"S01001822",4
"S01001823",9
"S01001824",5
"S01001825",3
"S01001826",8
"S01001827",8
"S01001828",1
"S01001829",7
"S01001830",1
"S01001831",7
"S01001832",6
"S01001833",2
"S01001834",7
"S01001835",4
"S01001836",3
"S01001837",2
"S01001838",7
"S01001839",9
"S01001840",1
"S01001841",8
"S01001842",3
"S01001843",9
"S01001844",10
"S01001845",1
"S01001846",1
"S01001847",7
"S01001848",9
"S01001849",1
"S01001850",8
"S01001851",2
"S01001852",1
"S01001853",1
"S01001854",4
"S01001855",3
"S01001856",9
"S01001857",6
"S01001858",4
"S01001859",7
"S01001860",2
"S01001861",9
"S01001862",1
"S01001863",1
"S01001864",9
"S01001865",9
"S01001866",1
"S01001867",7
"S01001868",3
"S01001869",5
"S01001870",9
"S01001871",6
"S01001872",6
"S01001873",1
"S01001874",9
"S01001875",1
"S01001876",8
"S01001877",9
"S01001878",1
"S01001879",10
"S01001880",9
"S01001881",1
"S01001882",7
"S01001883",2
"S01001884",8
"S01001885",1
"S01001886",9
"S01001887",4
"S01001888",1
"S01001889",5
"S01001890",8
"S01001891",9
"S01001892",9
"S01001893",10
"S01001894",10
"S01001895",9
"S01001896",3
"S01001897",9
"S01001898",9
"S01001899",5
"S01001900",5
"S01001901",4
"S01001902",7
"S01001903",8
"S01001904",8
"S01001905",7
"S01001906",9
"S01001907",8
"S01001908",7
"S01001909",9
"S01001910",9
"S01001911",3
"S01001912",8
"S01001913",7
"S01001914",2
"S01001915",3
"S01001916",10
"S01001917",2
"S01001918",10
"S01001919",8
"S01001920",9
"S01001921",8
"S01001922",2
"S01001923",9
"S01001924",7
"S01001925",1
"S01001926",7
"S01001927",6
"S01001928",10
"S01001929",5
"S01001930",10
"S01001931",8
"S01001932",9
"S01001933",3
"S01001934",9
"S01001935",9
"S01001936",8
"S01001937",8
"S01001938",10
"S01001939",10
"S01001940",8
"S01001941",8
"S01001942",10
"S01001943",9
"S01001944",6
"S01001945",7
"S01001946",9
"S01001947",7
"S01001948",9
"S01001949",9
"S01001950",10
"S01001951",9
"S01001952",8
"S01001953",10
"S01001954",5
"S01001955",10
"S01001956",8
"S01001957",9
"S01001958",10
"S01001959",4
"S01001960",10
"S01001961",9
"S01001962",8
"S01001963",10
"S01001964",9
"S01001965",9
"S01001966",10
"S01001967",10
"S01001968",9
"S01001969",8
"S01001970",3
"S01001971",9
"S01001972",8
"S01001973",7
"S01001974",10
"S01001975",9
"S01001976",10
"S01001977",9
"S01001978",9
"S01001979",10
"S01001980",10
"S01001981",10
"S01001982",10
"S01001983",10
"S01001984",10
"S01001985",8
"S01001986",10
"S01001987",10
"S01001988",8
"S01001989",2
"S01001990",10
"S01001991",9
"S01001992",9
"S01001993",9
"S01001994",10
"S01001995",9
"S01001996",10
"S01001997",9
"S01001998",9
"S01001999",10
"S01002000",7
"S01002001",10
"S01002002",10
"S01002003",6
"S01002004",10
"S01002005",9
"S01002006",4
"S01002007",10
"S01002008",10
"S01002009",10
"S01002010",10
"S01002011",5
"S01002012",10
"S01002013",10
"S01002014",10
"S01002015",1
"S01002016",10
"S01002017",9
"S01002018",1
"S01002019",10
"S01002020",10
"S01002021",9
"S01002022",4
"S01002023",10
"S01002024",10
"S01002025",10
"S01002026",1
"S01002027",10
"S01002028",10
"S01002029",10
"S01002030",10
"S01002031",10
"S01002032",10
"S01002033",10
"S01002034",10
"S01002035",5
"S01002036",10
"S01002037",10
"S01002038",10
"S01002039",6
"S01002040",10
"S01002041",10
"S01002042",6
"S01002043",7
"S01002044",9
"S01002045",9
"S01002046",10
"S01002047",10
"S01002048",10
"S01002049",10
"S01002050",2
"S01002051",7
"S01002052",10
"S01002053",10
"S01002054",10
"S01002055",3
"S01002056",6
"S01002057",4
"S01002058",10
"S01002059",10
"S01002060",10
"S01002061",10
"S01002062",8
"S01002063",10
"S01002064",10
"S01002065",10
"S01002066",10
"S01002067",7
"S01002068",10
"S01002069",7
"S01002070",10
"S01002071",10
"S01002072",6
"S01002073",10
"S01002074",1
"S01002075",10
"S01002076",10
"S01002077",2
"S01002078",6
"S01002079",10
"S01002080",1
"S01002081",10
"S01002082",10
"S01002083",8
"S01002084",10
"S01002085",10
"S01002086",10
"S01002087",10
"S01002088",3
"S01002089",3
"S01002090",2
"S01002091",10
"S01002092",3
"S01002093",10
"S01002094",8
"S01002095",6
"S01002096",2
"S01002097",1
"S01002098",5
"S01002099",10
"S01002100",4
"S01002101",10
"S01002102",10
"S01002103",2
"S01002104",10
"S01002105",2
"S01002106",10
"S01002107",3
"S01002108",10
"S01002109",10
"S01002110",8
"S01002111",1
"S01002112",3
"S01002113",1
"S01002114",1
"S01002115",10
"S01002116",6
"S01002117",10
"S01002118",10
"S01002119",9
"S01002120",5
"S01002121",6
"S01002122",2
"S01002123",1
"S01002124",3
"S01002125",7
"S01002126",1
"S01002127",6
"S01002128",10
"S01002129",10
"S01002130",1
"S01002131",10
"S01002132",8
"S01002133",10
"S01002134",1
"S01002135",1
"S01002136",10
"S01002137",4
"S01002138",8
"S01002139",4
"S01002140",10
"S01002141",8
"S01002142",2
"S01002143",6
"S01002144",1
"S01002145",10
"S01002146",10
"S01002147",6
"S01002148",1
"S01002149",10
"S01002150",9
"S01002151",10
"S01002152",9
"S01002153",4
"S01002154",9
"S01002155",10
"S01002156",10
"S01002157",7
"S01002158",8
"S01002159",10
"S01002160",10
"S01002161",10
"S01002162",6
"S01002163",10
"S01002164",6
"S01002165",7
"S01002166",10
"S01002167",7
"S01002168",10
"S01002169",10
"S01002170",8
"S01002171",4
"S01002172",1
"S01002173",8
"S01002174",10
"S01002175",10
"S01002176",3
"S01002177",10
"S01002178",10
"S01002179",1
"S01002180",10
"S01002181",9
"S01002182",10
"S01002183",10
"S01002184",1
"S01002185",10
"S01002186",10
"S01002187",10
"S01002188",6
"S01002189",10
"S01002190",10
"S01002191",10
"S01002192",5
"S01002193",1
"S01002194",5
"S01002195",10
"S01002196",4
"S01002197",10
"S01002198",10
"S01002199",10
"S01002200",2
"S01002201",10
"S01002202",10
"S01002203",10
"S01002204",9
"S01002205",10
"S01002206",10
"S01002207",2
"S01002208",10
"S01002209",10
"S01002210",10
"S01002211",9
"S01002212",10
"S01002213",3
"S01002214",10
"S01002215",4
"S01002216",10
"S01002217",10
"S01002218",10
"S01002219",3
"S01002220",1
"S01002221",10
"S01002222",1
"S01002223",1
"S01002224",2
"S01002225",10
"S01002226",10
"S01002227",9
"S01002228",2
"S01002229",1
"S01002230",10
"S01002231",10
"S01002232",6
"S01002233",10
"S01002234",10
"S01002235",10
"S01002236",8
"S01002237",9
"S01002238",9
"S01002239",9
"S01002240",10
"S01002241",9
"S01002242",3
"S01002243",10
"S01002244",10
"S01002245",10
"S01002246",10
"S01002247",9
"S01002248",7
"S01002249",10
"S01002250",6
"S01002251",1
"S01002252",7
"S01002253",5
"S01002254",10
"S01002255",10
"S01002256",9
"S01002257",5
"S01002258",10
"S01002259",7
"S01002260",1
"S01002261",4
"S01002262",2
"S01002263",1
"S01002264",8
"S01002265",9
"S01002266",10
"S01002267",10
"S01002268",1
"S01002269",9
"S01002270",10
"S01002271",5
"S01002272",9
"S01002273",10
"S01002274",10
"S01002275",8
"S01002276",1
"S01002277",9
"S01002278",10
"S01002279",10
"S01002280",3
"S01002281",8
"S01002282",9
"S01002283",5
"S01002284",10
"S01002285",10
"S01002286",9
"S01002287",6
"S01002288",10
"S01002289",10
"S01002290",10
"S01002291",10
"S01002292",10
"S01002293",8
"S01002294",4
"S01002295",5
"S01002297",5
"S01002298",6
"S01002299",2
"S01002300",3
"S01002301",9
"S01002302",9
"S01002303",9
"S01002304",10
"S01002305",10
"S01002306",9
"S01002307",10
"S01002308",7
"S01002309",9
"S01002310",10
"S01002311",2
"S01002312",9
"S01002313",3
"S01002314",8
"S01002315",5
"S01002316",2
"S01002317",10
"S01002318",10
"S01002319",9
"S01002320",5
"S01002321",9
"S01002322",9
"S01002323",8
"S01002324",9
"S01002325",10
"S01002326",10
"S01002327",6
"S01002328",4
"S01002329",3
"S01002330",4
"S01002331",6
"S01002332",1
"S01002333",1
"S01002334",3
"S01002335",4
"S01002336",4
"S01002337",2
"S01002338",9
"S01002339",6
"S01002340",6
"S01002341",4
"S01002342",6
"S01002343",5
"S01002344",4
"S01002345",6
"S01002346",6
"S01002347",5
"S01002348",3
"S01002349",5
"S01002350",4
"S01002351",4
"S01002352",5
"S01002353",2
"S01002354",4
"S01002355",7
"S01002356",9
"S01002357",7
"S01002358",3
"S01002359",7
"S01002360",9
"S01002361",6
"S01002362",4
"S01002363",3
"S01002364",7
"S01002365",2
"S01002366",4
"S01002367",5
"S01002368",3
"S01002369",4
"S01002370",4
"S01002371",3
"S01002372",5
"S01002373",4
"S01002374",4
"S01002375",4
"S01002376",4
"S01002377",4
"S01002378",2
"S01002379",4
"S01002380",4
"S01002381",5
"S01002382",5
"S01002383",1
"S01002384",6
"S01002385",4
"S01002386",2
"S01002387",1
"S01002388",1
"S01002389",1
"S01002390",1
"S01002391",1
"S01002392",1
"S01002393",1
"S01002394",2
"S01002395",1
"S01002396",4
"S01002397",7
"S01002398",1
"S01002399",5
"S01002400",2
"S01002401",1
"S01002402",6
"S01002403",7
"S01002404",1
"S01002405",2
"S01002406",6
"S01002407",4
"S01002408",4
"S01002409",5
"S01002410",1
"S01002411",1
"S01002412",3
"S01002413",5
"S01002414",7
"S01002415",5
"S01002416",2
"S01002417",3
"S01002418",4
"S01002419",1
"S01002420",5
"S01002421",1
"S01002422",2
"S01002423",8
"S01002424",4
"S01002425",3
"S01002426",10
"S01002427",3
"S01002428",3
"S01002429",7
"S01002430",7
"S01002431",4
"S01002432",4
"S01002433",6
"S01002434",5
"S01002435",6
"S01002436",7
"S01002437",6
"S01002438",5
"S01002439",3
"S01002440",7
"S01002441",2
"S01002442",10
"S01002443",5
"S01002444",8
"S01002445",9
"S01002446",7
"S01002447",4
"S01002448",4
"S01002449",1
"S01002450",9
"S01002451",3
"S01002452",6
"S01002453",1
"S01002454",1
"S01002455",2
"S01002456",7
"S01002457",4
"S01002458",7
"S01002459",10
"S01002460",8
"S01002461",1
"S01002462",8
"S01002463",7
"S01002464",4
"S01002465",2
"S01002466",3
"S01002467",8
"S01002468",8
"S01002469",3
"S01002470",5
"S01002471",3
"S01002472",9
"S01002473",6
"S01002474",9
"S01002475",6
"S01002476",5
"S01002477",4
"S01002478",5
"S01002479",8
"S01002480",6
"S01002481",5
"S01002482",8
"S01002483",9
"S01002484",7
"S01002485",2
"S01002486",9
"S01002487",7
"S01002488",9
"S01002489",8
"S01002490",4
"S01002491",6
"S01002492",1
"S01002493",4
"S01002494",2
"S01002495",6
"S01002496",6
"S01002497",9
"S01002498",1
"S01002499",6
"S01002500",8
"S01002501",2
"S01002502",6
"S01002503",8
"S01002504",2
"S01002505",7
"S01002506",2
"S01002507",7
"S01002508",3
"S01002509",6
"S01002510",3
"S01002511",2
"S01002512",10
"S01002513",5
"S01002514",9
"S01002515",8
"S01002516",5
"S01002517",4
"S01002518",2
"S01002519",9
"S01002520",9
"S01002521",6
"S01002522",1
"S01002523",1
"S01002524",8
"S01002525",9
"S01002526",1
"S01002527",4
"S01002528",2
"S01002529",6
"S01002530",4
"S01002531",5
"S01002532",5
"S01002533",6
"S01002534",4
"S01002535",3
"S01002536",8
"S01002537",5
"S01002538",3
"S01002539",8
"S01002540",8
"S01002541",3
"S01002542",6
"S01002543",8
"S01002544",6
"S01002545",5
"S01002546",4
"S01002547",2
"S01002548",4
"S01002549",1
"S01002550",1
"S01002551",5
"S01002552",4
"S01002553",6
"S01002554",1
"S01002555",4
"S01002556",5
"S01002557",4
"S01002558",6
"S01002559",2
"S01002560",4
"S01002561",9
"S01002562",3
"S01002563",2
"S01002564",1
"S01002565",5
"S01002566",1
"S01002567",3
"S01002568",3
"S01002569",2
"S01002570",2
"S01002571",3
"S01002572",3
"S01002573",4
"S01002574",9
"S01002575",9
"S01002576",3
"S01002577",9
"S01002578",1
"S01002579",8
"S01002580",7
"S01002581",1
"S01002582",5
"S01002583",6
"S01002584",4
"S01002585",6
"S01002586",2
"S01002587",5
"S01002588",2
"S01002589",1
"S01002590",1
"S01002591",5
"S01002592",6
"S01002593",5
"S01002594",2
"S01002595",5
"S01002596",1
"S01002597",4
"S01002598",7
"S01002599",4
"S01002600",1
"S01002601",7
"S01002602",4
"S01002603",8
"S01002604",1
"S01002605",5
"S01002606",3
"S01002607",4
"S01002608",1
"S01002609",6
"S01002610",4
"S01002611",4
"S01002612",4
"S01002613",3
"S01002614",4
"S01002615",2
"S01002616",1
"S01002617",5
"S01002618",8
"S01002619",3
"S01002620",7
"S01002621",1
"S01002622",2
"S01002623",2
"S01002624",1
"S01002625",1
"S01002626",5
"S01002627",1
"S01002628",1
"S01002629",5
"S01002630",8
"S01002631",2
"S01002632",7
"S01002633",6
"S01002634",2
"S01002635",1
"S01002636",4
"S01002637",6
"S01002638",7
"S01002639",3
"S01002640",1
"S01002641",3
"S01002642",6
"S01002643",8
"S01002644",2
"S01002645",5
"S01002646",9
"S01002647",6
"S01002648",2
"S01002649",7
"S01002650",1
"S01002651",6
"S01002652",1
"S01002653",8
"S01002654",6
"S01002655",9
"S01002656",8
"S01002657",5
"S01002658",10
"S01002659",2
"S01002660",5
"S01002661",7
"S01002662",2
"S01002663",4
"S01002664",1
"S01002665",2
"S01002666",3
"S01002667",8
"S01002668",5
"S01002669",8
"S01002670",1
"S01002671",10
"S01002672",9
"S01002673",9
"S01002674",5
"S01002675",1
"S01002676",4
"S01002677",9
"S01002678",1
"S01002679",9
"S01002680",9
"S01002681",4
"S01002682",7
"S01002683",3
"S01002684",7
"S01002685",10
"S01002686",2
"S01002687",2
"S01002688",1
"S01002689",1
"S01002690",1
"S01002691",2
"S01002692",2
"S01002693",1
"S01002694",5
"S01002695",3
"S01002696",6
"S01002697",1
"S01002698",3
"S01002699",5
"S01002700",6
"S01002701",1
"S01002702",7
"S01002703",4
"S01002704",6
"S01002705",6
"S01002706",8
"S01002707",5
"S01002708",4
"S01002709",10
"S01002710",2
"S01002711",6
"S01002712",4
"S01002713",9
"S01002714",8
"S01002715",5
"S01002716",1
"S01002717",4
"S01002718",7
"S01002719",4
"S01002720",1
"S01002721",7
"S01002722",9
"S01002723",5
"S01002724",8
"S01002725",4
"S01002726",7
"S01002727",2
"S01002728",7
"S01002729",2
"S01002730",9
"S01002731",7
"S01002732",10
"S01002733",3
"S01002734",6
"S01002735",9
"S01002736",2
"S01002737",9
"S01002738",3
"S01002739",1
"S01002740",1
"S01002741",9
"S01002742",5
"S01002743",9
"S01002744",1
"S01002745",9
"S01002746",3
"S01002747",9
"S01002748",10
"S01002749",7
"S01002750",6
"S01002751",7
"S01002752",4
"S01002753",1
"S01002754",4
"S01002755",9
"S01002756",9
"S01002757",3
"S01002758",5
"S01002759",7
"S01002760",7
"S01002761",9
"S01002762",8
"S01002763",5
"S01002764",7
"S01002765",9
"S01002766",8
"S01002767",3
"S01002768",4
"S01002769",5
"S01002770",7
"S01002771",7
"S01002772",4
"S01002773",3
"S01002774",7
"S01002775",7
"S01002776",4
"S01002777",6
"S01002778",9
"S01002779",9
"S01002780",8
"S01002781",3
"S01002782",6
"S01002783",5
"S01002784",6
"S01002785",6
"S01002786",1
"S01002787",3
"S01002788",2
"S01002789",1
"S01002790",8
"S01002791",8
"S01002792",4
"S01002793",8
"S01002794",4
"S01002795",2
"S01002796",3
"S01002797",1
"S01002798",5
"S01002799",7
"S01002800",1
"S01002801",5
"S01002802",1
"S01002803",4
"S01002804",5
"S01002805",5
"S01002806",3
"S01002807",7
"S01002808",7
"S01002809",6
"S01002810",7
"S01002811",5
"S01002812",4
"S01002813",7
"S01002814",5
"S01002815",6
"S01002816",5
"S01002817",4
"S01002818",6
"S01002819",7
"S01002820",6
"S01002821",7
"S01002822",5
"S01002823",9
"S01002824",5
"S01002825",8
"S01002826",6
"S01002827",5
"S01002828",4
"S01002829",7
"S01002830",7
"S01002831",5
"S01002832",5
"S01002833",1
"S01002834",5
"S01002835",7
"S01002836",5
"S01002837",9
"S01002838",5
"S01002839",7
"S01002840",4
"S01002841",1
"S01002842",9
"S01002843",7
"S01002844",2
"S01002845",9
"S01002846",2
"S01002847",6
"S01002848",6
"S01002849",5
"S01002850",6
"S01002851",4
"S01002852",6
"S01002853",9
"S01002854",4
"S01002855",6
"S01002856",10
"S01002857",1
"S01002858",4
"S01002859",7
"S01002860",5
"S01002861",8
"S01002862",6
"S01002863",4
"S01002864",8
"S01002865",4
"S01002866",8
"S01002867",3
"S01002868",8
"S01002869",6
"S01002870",2
"S01002871",7
"S01002872",7
"S01002873",6
"S01002874",6
"S01002875",9
"S01002876",9
"S01002877",9
"S01002878",7
"S01002879",4
"S01002880",4
"S01002881",8
"S01002882",9
"S01002883",5
"S01002884",7
"S01002885",2
"S01002886",4
"S01002887",5
"S01002888",5
"S01002889",8
"S01002890",8
"S01002891",6
"S01002892",5
"S01002893",6
"S01002894",3
"S01002895",8
"S01002896",4
"S01002897",9
"S01002898",5
"S01002899",1
"S01002900",8
"S01002901",4
"S01002902",5
"S01002903",8
"S01002904",4
"S01002905",6
"S01002906",7
"S01002907",6
"S01002908",1
"S01002909",3
"S01002910",4
"S01002911",5
"S01002912",1
"S01002913",1
"S01002914",9
"S01002915",6
"S01002916",8
"S01002917",3
"S01002918",5
"S01002919",7
"S01002920",5
"S01002921",5
"S01002922",4
"S01002923",7
"S01002924",5
"S01002925",5
"S01002926",7
"S01002927",5
"S01002928",1
"S01002929",3
"S01002930",1
"S01002931",4
"S01002932",1
"S01002933",5
"S01002934",6
"S01002935",4
"S01002936",1
"S01002937",7
"S01002938",7
"S01002939",1
"S01002940",3
"S01002941",5
"S01002942",4
"S01002943",3
"S01002944",5
"S01002945",2
"S01002946",2
"S01002947",7
"S01002948",4
"S01002949",4
"S01002950",3
"S01002951",5
"S01002952",4
"S01002953",6
"S01002954",3
"S01002955",2
"S01002956",4
"S01002957",2
"S01002958",6
"S01002959",3
"S01002960",2
"S01002961",4
"S01002962",5
"S01002963",4
"S01002964",7
"S01002965",3
"S01002966",5
"S01002967",3
"S01002968",7
"S01002969",2
"S01002970",3
"S01002971",2
"S01002972",9
"S01002973",6
"S01002974",3
"S01002975",10
"S01002976",9
"S01002977",8
"S01002978",2
"S01002979",4
"S01002980",8
"S01002981",4
"S01002982",2
"S01002983",9
"S01002984",7
"S01002985",5
"S01002986",9
"S01002987",10
"S01002988",3
"S01002989",10
"S01002990",10
"S01002991",9
"S01002992",10
"S01002993",7
"S01002994",10
"S01002995",10
"S01002996",10
"S01002997",10
"S01002998",6
"S01002999",10
"S01003000",4
"S01003001",4
"S01003002",7
"S01003003",4
"S01003004",8
"S01003005",5
"S01003006",1
"S01003007",4
"S01003008",9
"S01003009",7
"S01003010",2
"S01003011",5
"S01003012",2
"S01003013",3
"S01003014",1
"S01003015",2
"S01003016",2
"S01003017",4
"S01003018",6
"S01003019",7
"S01003020",6
"S01003021",4
"S01003022",3
"S01003023",2
"S01003024",8
"S01003025",3
"S01003026",6
"S01003027",5
"S01003028",9
"S01003029",7
"S01003030",7
"S01003032",8
"S01003033",9
"S01003034",5
"S01003035",8
"S01003036",9
"S01003037",2
"S01003038",2
"S01003039",8
"S01003040",8
"S01003041",3
"S01003042",9
"S01003043",10
"S01003044",9
"S01003045",8
"S01003046",8
"S01003047",9
"S01003048",9
"S01003049",9
"S01003050",2
"S01003051",7
"S01003052",9
"S01003053",6
"S01003054",8
"S01003055",9
"S01003056",9
"S01003057",8
"S01003058",7
"S01003059",5
"S01003060",8
"S01003061",2
"S01003062",6
"S01003063",9
"S01003064",9
"S01003065",10
"S01003066",2
"S01003067",2
"S01003068",5
"S01003069",7
"S01003070",8
"S01003071",3
"S01003072",9
"S01003073",9
"S01003074",2
"S01003075",9
"S01003076",10
"S01003077",9
"S01003078",6
"S01003079",5
"S01003080",8
"S01003081",3
"S01003082",9
"S01003083",9
"S01003084",8
"S01003085",4
"S01003086",3
"S01003087",8
"S01003088",9
"S01003089",3
"S01003090",8
"S01003091",8
"S01003092",7
"S01003093",8
"S01003094",7
"S01003095",1
"S01003096",4
"S01003097",8
"S01003098",10
"S01003099",8
"S01003100",9
"S01003101",8
"S01003102",3
"S01003103",2
"S01003104",9
"S01003105",8
"S01003106",4
"S01003107",8
"S01003108",10
"S01003109",2
"S01003110",1
"S01003111",9
"S01003112",6
"S01003113",3
"S01003114",6
"S01003115",9
"S01003116",10
"S01003117",10
"S01003118",9
"S01003119",8
"S01003120",3
"S01003121",8
"S01003122",7
"S01003123",6
"S01003124",10
"S01003125",10
"S01003126",10
"S01003127",8
"S01003128",10
"S01003129",10
"S01003130",10
"S01003131",10
"S01003132",10
"S01003133",8
"S01003134",9
"S01003135",8
"S01003136",10
"S01003137",10
"S01003138",9
"S01003139",10
"S01003140",9
"S01003141",10
"S01003142",9
"S01003143",8
"S01003144",8
"S01003145",5
"S01003146",10
"S01003147",7
"S01003148",6
"S01003149",10
"S01003150",9
"S01003151",6
"S01003152",9
"S01003153",2
"S01003154",10
"S01003155",2
"S01003156",10
"S01003157",10
"S01003158",10
"S01003159",8
"S01003160",9
"S01003161",7
"S01003162",8
"S01003163",7
"S01003164",9
"S01003165",9
"S01003166",10
"S01003167",9
"S01003168",10
"S01003169",5
"S01003170",3
"S01003171",6
"S01003172",10
"S01003173",10
"S01003174",10
"S01003175",10
"S01003176",10
"S01003177",7
"S01003178",8
"S01003179",10
"S01003180",2
"S01003181",7
"S01003182",9
"S01003183",10
"S01003184",9
"S01003185",9
"S01003186",6
"S01003187",9
"S01003188",10
"S01003189",10
"S01003190",10
"S01003191",9
"S01003192",10
"S01003193",5
"S01003194",8
"S01003195",3
"S01003196",5
"S01003197",7
"S01003198",9
"S01003199",5
"S01003200",10
"S01003201",10
"S01003202",9
"S01003203",8
"S01003204",8
"S01003205",10
"S01003206",10
"S01003207",9
"S01003208",10
"S01003209",7
"S01003210",6
"S01003211",8
"S01003212",4
"S01003213",9
"S01003214",7
"S01003215",8
"S01003216",7
"S01003217",9
"S01003218",8
"S01003219",6
"S01003220",9
"S01003221",9
"S01003222",10
"S01003223",10
"S01003224",1
"S01003225",9
"S01003226",9
"S01003227",10
"S01003228",9
"S01003229",2
"S01003230",6
"S01003231",8
"S01003232",10
"S01003233",1
"S01003234",7
"S01003235",5
"S01003236",9
"S01003237",8
"S01003238",8
"S01003239",9
"S01003240",7
"S01003241",2
"S01003242",7
"S01003243",7
"S01003244",8
"S01003245",9
"S01003246",10
