"Datazone2001","SFI_decilesnum"
"S01004873",4
"S01004874",9
"S01004875",8
"S01004876",6
"S01004877",3
"S01004878",8
"S01004879",8
"S01004880",8
"S01004881",4
"S01004882",6
"S01004883",3
"S01004884",1
"S01004885",7
"S01004886",9
"S01004887",1
"S01004888",2
"S01004889",6
"S01004890",10
"S01004891",9
"S01004892",1
"S01004893",7
"S01004894",9
"S01004895",7
"S01004896",4
"S01004897",1
"S01004898",8
"S01004899",4
"S01004900",1
"S01004901",10
"S01004902",8
"S01004903",1
"S01004904",9
"S01004905",8
"S01004906",9
"S01004907",1
"S01004908",5
"S01004909",5
"S01004910",3
"S01004911",1
"S01004912",7
"S01004913",5
"S01004914",7
"S01004915",8
"S01004916",7
"S01004917",1
"S01004918",2
"S01004919",7
"S01004920",7
"S01004921",9
"S01004922",1
"S01004923",3
"S01004924",3
"S01004925",5
"S01004926",1
"S01004927",2
"S01004928",1
"S01004929",1
"S01004930",7
"S01004931",6
"S01004932",8
"S01004933",4
"S01004934",7
"S01004935",1
"S01004936",8
"S01004937",8
"S01004938",6
"S01004939",7
"S01004940",4
"S01004941",6
"S01004942",2
"S01004943",2
"S01004944",2
"S01004945",6
"S01004946",1
"S01004947",3
"S01004948",9
"S01004949",3
"S01004950",5
"S01004951",8
"S01004952",4
"S01004953",8
"S01004954",7
"S01004955",5
"S01004956",4
"S01004957",2
"S01004958",8
"S01004959",10
"S01004960",8
"S01004961",8
"S01004962",2
"S01004963",6
"S01004964",3
"S01004965",2
"S01004966",2
"S01004967",1
"S01004968",4
"S01004969",4
"S01004970",3
"S01004971",3
"S01004972",4
"S01004973",2
"S01004974",1
"S01004975",1
"S01004976",4
"S01004977",6
"S01004978",3
"S01004979",1
"S01004980",3
"S01004981",2
"S01004982",1
"S01004983",4
"S01004984",2
"S01004985",5
"S01004986",2
"S01004987",1
"S01004988",2
"S01004989",7
"S01004990",1
"S01004991",3
"S01004992",4
"S01004993",1
"S01004994",5
"S01004995",8
"S01004996",7
"S01004997",5
"S01004998",2
"S01004999",7
"S01005000",4
"S01005001",4
"S01005002",3
"S01005003",6
"S01005004",1
"S01005005",3
"S01005006",7
"S01005007",4
"S01005008",7
"S01005009",1
"S01005010",6
"S01005011",6
"S01005012",9
"S01005013",2
"S01005014",6
"S01005015",6
"S01005016",8
"S01005017",1
"S01005018",4
"S01005019",10
"S01005020",5
"S01005021",2
"S01005022",5
"S01005023",8
"S01005024",5
"S01005025",5
"S01005026",1
"S01005027",6
"S01005028",5
"S01005029",9
"S01005030",2
"S01005031",10
"S01005032",5
"S01005033",1
"S01005034",1
"S01005035",4
"S01005036",3
"S01005037",10
"S01005038",1
"S01005039",2
"S01005040",10
"S01005041",10
"S01005042",1
"S01005043",6
"S01005044",9
"S01005045",2
"S01005046",5
"S01005047",10
"S01005048",1
"S01005049",10
"S01005050",8
"S01005051",2
"S01005052",2
"S01005053",9
"S01005054",4
"S01005055",6
"S01005056",10
"S01005057",7
"S01005058",9
"S01005059",6
"S01005060",7
"S01005061",6
"S01005062",8
"S01005063",3
"S01005064",3
"S01005065",9
"S01005066",8
"S01005067",9
"S01005068",3
"S01005069",7
"S01005070",9
"S01005071",7
"S01005072",7
"S01005073",6
"S01005074",2
"S01005075",8
"S01005076",7
"S01005077",4
"S01005078",7
"S01005079",7
"S01005080",5
"S01005081",6
"S01005082",3
"S01005083",6
"S01005084",7
"S01005085",7
"S01005086",5
"S01005087",4
"S01005088",2
"S01005089",3
"S01005090",3
"S01005091",1
"S01005092",4
"S01005093",5
"S01005094",2
"S01005095",4
"S01005096",4
"S01005097",2
"S01005098",3
"S01005099",2
"S01005100",2
"S01005101",7
"S01005102",4
"S01005103",6
"S01005104",8
"S01005105",6
"S01005106",6
"S01005107",2
"S01005108",3
"S01005109",1
"S01005110",6
"S01005111",3
"S01005112",3
"S01005113",4
"S01005114",7
"S01005115",7
"S01005116",8
"S01005117",2
"S01005118",5
"S01005119",1
"S01005120",2
"S01005121",3
"S01005122",3
"S01005123",2
"S01005124",4
"S01005125",10
"S01005126",2
"S01005127",7
"S01005128",5
"S01005129",3
"S01005130",7
"S01005131",5
"S01005132",5
"S01005133",4
"S01005134",5
"S01005135",4
"S01005136",8
"S01005137",6
"S01005138",6
"S01005139",8
"S01005140",4
"S01005141",5
"S01005142",3
"S01005143",7
"S01005144",6
"S01005145",6
"S01005146",5
"S01005147",7
"S01005148",4
"S01005149",5
"S01005150",3
"S01005151",3
"S01005152",2
"S01005153",1
"S01005154",2
"S01005155",2
"S01005156",5
"S01005157",7
"S01005158",3
"S01005159",6
"S01005160",5
"S01005161",5
"S01005162",8
"S01005163",7
"S01005164",6
"S01005165",6
"S01005166",7
"S01005167",8
"S01005168",3
"S01005169",2
"S01005170",2
"S01005171",8
"S01005172",1
"S01005173",4
"S01005174",8
"S01005175",8
"S01005176",8
"S01005177",9
"S01005178",5
"S01005179",6
"S01005180",2
"S01005181",1
"S01005182",8
"S01005183",7
"S01005184",9
"S01005185",7
"S01005186",7
"S01005187",5
"S01005188",1
"S01005189",8
"S01005190",2
"S01005191",8
"S01005192",5
"S01005193",1
"S01005194",4
"S01005195",1
"S01005196",8
"S01005197",9
"S01005198",3
"S01005199",5
"S01005200",3
"S01005201",7
"S01005202",7
"S01005203",3
"S01005204",2
"S01005205",7
"S01005206",3
"S01005207",7
"S01005208",9
"S01005209",7
"S01005210",9
"S01005211",9
"S01005212",6
"S01005213",4
"S01005214",10
"S01005215",7
"S01005216",8
"S01005217",6
"S01005218",9
"S01005219",7
"S01005220",7
"S01005221",3
"S01005222",8
"S01005223",7
"S01005224",1
"S01005225",5
"S01005226",8
"S01005227",9
"S01005228",2
"S01005229",10
"S01005230",6
"S01005231",8
"S01005232",9
"S01005233",9
"S01005234",9
"S01005235",8
"S01005236",5
"S01005237",1
"S01005238",4
"S01005239",10
"S01005240",10
"S01005241",1
"S01005242",10
"S01005243",10
"S01005244",1
"S01005245",10
"S01005246",10
"S01005247",9
"S01005248",10
"S01005249",10
"S01005250",10
"S01005251",9
"S01005252",9
"S01005253",7
"S01005254",10
"S01005255",10
"S01005256",3
"S01005257",7
"S01005258",1
"S01005259",9
"S01005260",9
"S01005261",9
"S01005262",8
"S01005263",9
"S01005264",8
"S01005265",9
"S01005266",7
"S01005267",8
"S01005268",10
"S01005269",6
"S01005270",2
"S01005271",1
"S01005272",9
"S01005273",3
"S01005274",9
"S01005275",10
"S01005276",8
"S01005277",4
"S01005278",6
"S01005279",2
"S01005280",9
"S01005281",6
"S01005282",9
"S01005283",1
"S01005284",9
"S01005285",3
"S01005286",2
"S01005287",9
"S01005288",6
"S01005289",8
"S01005290",8
"S01005291",4
"S01005292",8
"S01005293",7
"S01005294",1
"S01005295",8
"S01005296",1
"S01005297",1
"S01005298",1
"S01005299",1
"S01005300",2
"S01005301",1
"S01005302",6
"S01005303",5
"S01005304",2
"S01005305",8
"S01005306",1
"S01005307",1
"S01005308",9
"S01005309",5
"S01005310",7
"S01005311",4
"S01005312",7
"S01005313",3
"S01005314",1
"S01005315",9
"S01005316",3
"S01005317",1
"S01005318",5
"S01005319",1
"S01005320",6
"S01005321",7
"S01005322",6
"S01005323",7
"S01005324",7
"S01005325",9
"S01005326",9
"S01005327",9
"S01005328",10
"S01005329",6
"S01005330",6
"S01005331",9
"S01005332",2
"S01005333",1
"S01005334",2
"S01005335",2
"S01005336",4
"S01005337",1
"S01005338",1
"S01005339",3
"S01005340",2
"S01005341",4
"S01005342",5
"S01005343",1
"S01005344",4
"S01005345",1
"S01005346",1
"S01005347",1
"S01005348",5
"S01005349",2
"S01005350",1
"S01005351",7
"S01005352",6
"S01005353",6
"S01005354",1
"S01005355",5
"S01005356",1
"S01005357",7
"S01005358",4
"S01005359",1
"S01005360",1
"S01005361",1
"S01005362",5
"S01005363",4
"S01005364",2
"S01005365",4
"S01005366",1
"S01005367",7
"S01005368",8
"S01005369",9
"S01005370",5
"S01005371",2
"S01005372",9
"S01005373",6
"S01005374",9
"S01005375",4
"S01005376",4
"S01005377",5
"S01005378",7
"S01005379",2
"S01005380",4
"S01005381",5
"S01005382",7
"S01005383",4
"S01005384",2
"S01005385",5
"S01005386",2
"S01005387",3
"S01005388",3
"S01005389",9
"S01005390",4
"S01005391",4
"S01005392",6
"S01005393",6
"S01005394",3
"S01005395",3
"S01005396",6
"S01005397",4
"S01005398",1
"S01005399",6
"S01005400",7
"S01005401",3
"S01005402",7
"S01005403",5
"S01005404",5
"S01005405",4
"S01005406",3
"S01005407",5
"S01005408",6
"S01005409",2
"S01005410",7
"S01005411",2
"S01005412",4
"S01005413",10
"S01005414",4
"S01005415",3
"S01005416",8
"S01005417",4
"S01005418",5
"S01005419",3
"S01005420",1
"S01005421",3
"S01005422",8
"S01005423",3
"S01005424",6
"S01005425",8
"S01005426",7
"S01005427",9
"S01005428",6
"S01005429",10
"S01005430",1
"S01005431",6
"S01005432",9
"S01005433",9
"S01005434",10
"S01005435",4
"S01005436",8
"S01005437",5
"S01005438",3
"S01005439",8
"S01005440",5
"S01005441",8
"S01005442",3
"S01005443",3
"S01005444",4
"S01005445",3
"S01005446",6
"S01005447",2
"S01005448",2
"S01005449",5
"S01005450",5
"S01005451",2
"S01005452",1
"S01005453",4
"S01005454",8
"S01005455",8
"S01005456",7
"S01005457",7
"S01005458",6
"S01005459",5
"S01005460",5
"S01005461",7
"S01005462",4
"S01005463",3
"S01005464",4
"S01005465",6
"S01005466",3
"S01005467",2
"S01005468",2
"S01005469",7
"S01005470",2
"S01005471",1
"S01005472",2
"S01005473",7
"S01005474",5
"S01005475",3
"S01005476",2
"S01005477",4
"S01005478",6
"S01005479",3
"S01005480",3
"S01005481",3
"S01005482",5
"S01005483",5
"S01005484",3
"S01005485",4
"S01005486",4
"S01005487",8
"S01005488",3
"S01005489",5
"S01005490",3
"S01005491",3
"S01005492",4
"S01005493",1
"S01005494",4
"S01005495",3
"S01005496",3
"S01005497",1
"S01005498",8
"S01005499",7
"S01005500",5
"S01005501",5
"S01005502",7
"S01005503",7
"S01005504",8
"S01005505",7
"S01005506",9
"S01005507",9
"S01005508",7
"S01005509",4
"S01005510",2
"S01005511",4
"S01005512",4
"S01005513",3
"S01005514",3
"S01005515",2
"S01005516",1
"S01005517",5
"S01005518",4
"S01005519",3
"S01005520",3
"S01005521",4
"S01005522",4
"S01005523",4
"S01005524",3
"S01005525",2
"S01005526",6
"S01005527",7
"S01005528",7
"S01005529",4
"S01005530",7
"S01005531",6
"S01005532",6
"S01005533",3
"S01005534",6
"S01005535",5
"S01005536",2
"S01005537",7
"S01005538",3
"S01005539",6
"S01005540",7
"S01005541",7
"S01005542",4
"S01005543",7
"S01005544",8
"S01005545",2
"S01005546",3
"S01005547",5
"S01005548",2
"S01005549",3
"S01005550",1
"S01005551",1
"S01005552",1
"S01005553",1
"S01005554",1
"S01005555",1
"S01005556",4
"S01005557",5
"S01005558",1
"S01005559",6
"S01005560",7
"S01005561",1
"S01005562",1
"S01005563",8
"S01005564",1
"S01005565",1
"S01005566",8
"S01005567",6
"S01005568",6
"S01005569",2
"S01005570",4
"S01005571",2
"S01005572",2
"S01005573",6
"S01005574",5
"S01005575",1
"S01005576",6
"S01005577",6
"S01005578",6
"S01005579",3
"S01005580",5
"S01005581",6
"S01005582",5
"S01005583",4
"S01005584",1
"S01005585",10
"S01005586",9
"S01005587",7
"S01005588",7
"S01005589",10
"S01005590",10
"S01005591",8
"S01005592",10
"S01005593",6
"S01005594",10
"S01005595",7
"S01005596",7
"S01005597",8
"S01005598",10
"S01005599",8
"S01005600",9
"S01005601",5
"S01005602",8
"S01005603",9
"S01005604",7
"S01005605",7
"S01005606",7
"S01005607",6
"S01005608",3
"S01005609",7
"S01005610",5
"S01005611",9
"S01005612",4
"S01005613",6
"S01005614",5
"S01005615",7
"S01005616",4
"S01005617",7
"S01005618",7
"S01005619",2
"S01005620",4
"S01005621",4
"S01005622",2
"S01005623",7
"S01005624",1
"S01005625",3
"S01005626",6
"S01005627",2
"S01005628",6
"S01005629",1
"S01005630",8
"S01005631",4
"S01005632",8
"S01005633",8
"S01005634",2
"S01005635",4
"S01005636",3
"S01005637",3
"S01005638",7
"S01005639",5
"S01005640",4
"S01005641",5
"S01005642",2
"S01005643",2
"S01005644",1
"S01005645",1
"S01005646",9
"S01005647",4
"S01005648",3
"S01005649",9
"S01005650",7
"S01005651",9
"S01005652",2
"S01005653",5
"S01005654",6
"S01005655",2
"S01005656",9
"S01005657",4
"S01005658",1
"S01005659",1
"S01005660",8
"S01005661",4
"S01005662",1
"S01005663",1
"S01005664",2
"S01005665",2
"S01005666",3
"S01005667",1
"S01005668",3
"S01005669",4
"S01005670",5
"S01005671",4
"S01005672",6
"S01005673",4
"S01005674",5
"S01005675",6
"S01005676",3
"S01005677",2
"S01005678",2
"S01005679",8
"S01005680",2
"S01005681",4
"S01005682",6
"S01005683",7
"S01005684",5
"S01005685",5
"S01005686",5
"S01005687",3
"S01005688",2
"S01005689",1
"S01005690",3
"S01005691",2
"S01005692",3
"S01005693",3
"S01005694",7
"S01005695",6
"S01005696",4
"S01005697",7
"S01005698",2
"S01005699",9
"S01005700",4
"S01005701",7
"S01005702",5
"S01005703",1
"S01005704",7
"S01005705",2
"S01005706",1
"S01005707",8
"S01005708",7
"S01005709",4
"S01005710",2
"S01005711",5
"S01005712",6
"S01005713",3
"S01005714",4
"S01005715",4
"S01005716",1
"S01005717",2
"S01005718",9
"S01005719",1
"S01005720",2
"S01005721",7
"S01005722",1
"S01005723",4
"S01005724",1
"S01005725",3
"S01005726",2
"S01005727",3
"S01005728",5
"S01005729",6
"S01005730",4
"S01005731",3
"S01005732",7
"S01005733",1
"S01005734",2
"S01005735",2
"S01005736",3
"S01005737",5
"S01005738",6
"S01005739",3
"S01005740",3
"S01005741",3
"S01005742",2
"S01005743",1
"S01005744",4
"S01005745",5
"S01005746",1
"S01005747",3
"S01005748",8
"S01005749",1
"S01005750",3
"S01005751",2
"S01005752",8
"S01005753",4
"S01005754",4
"S01005755",6
"S01005756",5
"S01005757",8
"S01005758",4
"S01005759",7
"S01005760",3
"S01005761",3
"S01005762",6
"S01005763",3
"S01005764",6
"S01005765",7
"S01005766",4
"S01005767",4
"S01005768",6
"S01005769",7
"S01005770",8
"S01005771",1
"S01005772",1
"S01005773",1
"S01005774",3
"S01005775",6
"S01005776",2
"S01005777",3
"S01005778",6
"S01005779",3
"S01005780",1
"S01005781",7
"S01005782",7
"S01005783",3
"S01005784",6
"S01005785",1
"S01005786",2
"S01005787",3
"S01005788",7
"S01005789",3
"S01005790",4
"S01005791",3
"S01005792",6
"S01005793",3
"S01005794",2
"S01005795",6
"S01005796",1
"S01005797",1
"S01005798",6
"S01005799",5
"S01005800",4
"S01005801",5
"S01005802",2
"S01005803",6
"S01005804",1
"S01005805",1
"S01005806",5
"S01005807",6
"S01005808",7
"S01005809",2
"S01005810",5
"S01005811",5
"S01005812",3
"S01005813",4
"S01005814",5
"S01005815",5
"S01005816",4
"S01005817",1
"S01005818",1
"S01005819",5
"S01005820",7
"S01005821",5
"S01005822",6
"S01005823",3
"S01005824",1
"S01005825",6
"S01005826",1
"S01005827",2
"S01005828",8
"S01005829",3
"S01005830",7
"S01005831",4
"S01005832",7
"S01005833",5
"S01005834",7
"S01005835",2
"S01005836",1
"S01005837",1
"S01005838",3
"S01005839",3
"S01005840",6
"S01005841",5
"S01005842",4
"S01005843",2
"S01005844",6
"S01005845",2
"S01005846",9
"S01005847",7
"S01005848",6
"S01005849",4
"S01005850",5
"S01005851",8
"S01005852",7
"S01005853",6
"S01005854",4
"S01005855",9
"S01005856",6
"S01005857",7
"S01005858",4
"S01005859",7
"S01005860",8
"S01005861",1
"S01005862",6
"S01005863",5
"S01005864",7
"S01005865",4
"S01005866",5
"S01005867",4
"S01005868",2
"S01005869",7
"S01005870",7
"S01005871",6
"S01005872",3
"S01005873",6
"S01005874",9
"S01005875",3
"S01005876",1
"S01005877",4
"S01005878",3
"S01005879",3
"S01005880",8
"S01005881",8
"S01005882",2
"S01005883",6
"S01005884",3
"S01005885",1
"S01005886",1
"S01005887",8
"S01005888",5
"S01005889",9
"S01005890",1
"S01005891",7
"S01005892",8
"S01005893",7
"S01005894",7
"S01005895",1
"S01005896",1
"S01005897",5
"S01005898",6
"S01005899",9
"S01005900",1
"S01005901",2
"S01005902",4
"S01005903",8
"S01005904",6
"S01005905",2
"S01005906",4
"S01005907",8
"S01005908",9
"S01005909",2
"S01005910",2
"S01005911",6
"S01005912",6
"S01005913",8
"S01005914",9
"S01005915",7
"S01005916",1
"S01005917",8
"S01005918",6
"S01005919",1
"S01005920",6
"S01005921",4
"S01005922",8
"S01005923",8
"S01005924",1
"S01005925",1
"S01005926",8
"S01005927",2
"S01005928",9
"S01005929",8
"S01005930",6
"S01005931",6
"S01005932",9
"S01005933",4
"S01005934",7
"S01005935",8
"S01005936",5
"S01005937",1
"S01005938",8
"S01005939",8
"S01005940",10
"S01005941",1
"S01005942",8
"S01005943",7
"S01005944",8
"S01005945",7
"S01005946",7
"S01005947",9
"S01005948",5
"S01005949",9
"S01005950",8
"S01005951",9
"S01005952",10
"S01005953",4
"S01005954",8
"S01005955",10
"S01005956",6
"S01005957",7
"S01005958",5
"S01005959",9
"S01005960",5
"S01005961",6
"S01005962",6
"S01005963",6
"S01005964",8
"S01005965",7
"S01005966",6
"S01005967",8
"S01005968",3
"S01005969",4
"S01005970",5
"S01005971",6
"S01005972",7
"S01005973",7
"S01005974",6
"S01005975",6
"S01005976",4
"S01005977",3
"S01005978",3
"S01005979",5
"S01005980",1
"S01005981",3
"S01005982",7
"S01005983",1
"S01005984",5
"S01005985",7
"S01005986",4
"S01005987",5
"S01005988",7
"S01005989",1
"S01005990",9
"S01005991",5
"S01005992",9
"S01005993",1
"S01005994",6
"S01005995",8
"S01005996",2
"S01005997",7
"S01005998",9
"S01005999",1
"S01006000",7
"S01006001",4
"S01006002",7
"S01006003",6
"S01006004",4
"S01006005",4
"S01006006",2
"S01006007",9
"S01006008",8
"S01006009",2
"S01006010",1
"S01006011",8
"S01006012",7
"S01006013",1
"S01006014",7
"S01006015",2
"S01006016",2
"S01006017",3
"S01006018",1
"S01006019",6
"S01006020",1
"S01006021",4
"S01006022",9
"S01006023",1
"S01006024",7
"S01006025",7
"S01006026",5
"S01006027",5
"S01006028",9
"S01006029",3
"S01006030",2
"S01006031",8
"S01006032",9
"S01006033",6
"S01006034",7
"S01006035",3
"S01006036",3
"S01006037",5
"S01006038",4
"S01006039",4
"S01006040",7
"S01006041",9
"S01006042",3
"S01006043",3
"S01006044",7
"S01006045",4
"S01006046",8
"S01006047",5
"S01006048",2
"S01006049",5
"S01006050",7
"S01006051",7
"S01006052",4
"S01006053",1
"S01006054",6
"S01006055",7
"S01006056",1
"S01006057",9
"S01006058",7
"S01006059",8
"S01006060",9
"S01006061",10
"S01006062",9
"S01006063",9
"S01006064",9
"S01006065",10
"S01006066",9
"S01006067",3
"S01006068",5
"S01006069",1
"S01006070",1
"S01006071",1
"S01006072",3
"S01006073",3
"S01006074",2
"S01006075",5
"S01006076",6
"S01006077",3
"S01006078",4
"S01006079",4
"S01006080",4
"S01006081",4
"S01006082",6
"S01006083",4
"S01006084",4
"S01006085",4
"S01006086",5
"S01006087",4
"S01006088",2
"S01006089",8
"S01006090",6
"S01006091",2
"S01006092",6
"S01006093",4
"S01006094",7
"S01006095",3
"S01006096",6
"S01006097",7
"S01006098",8
"S01006099",1
"S01006100",8
"S01006101",7
"S01006102",8
"S01006103",7
"S01006104",5
"S01006105",6
"S01006106",4
"S01006107",6
"S01006108",5
"S01006109",5
"S01006110",6
"S01006111",4
"S01006112",6
"S01006113",1
"S01006114",6
"S01006115",7
"S01006116",1
"S01006117",5
"S01006118",3
"S01006119",5
"S01006120",10
"S01006121",10
"S01006122",4
"S01006123",10
"S01006124",10
"S01006125",10
"S01006126",10
"S01006127",10
"S01006128",10
"S01006129",4
"S01006130",6
"S01006131",1
"S01006132",8
"S01006133",1
"S01006134",7
"S01006135",10
"S01006136",9
"S01006137",10
"S01006138",4
"S01006139",5
"S01006140",7
"S01006141",7
"S01006142",2
"S01006143",6
"S01006144",3
"S01006145",8
"S01006146",6
"S01006147",10
"S01006148",5
"S01006149",3
"S01006150",3
"S01006151",10
"S01006152",1
"S01006153",3
"S01006154",1
"S01006155",2
"S01006156",4
"S01006157",7
"S01006158",1
"S01006159",6
"S01006160",1
"S01006161",1
"S01006162",1
"S01006163",4
"S01006164",2
"S01006165",4
"S01006166",1
"S01006167",1
"S01006168",3
"S01006169",7
"S01006170",4
"S01006171",6
"S01006172",4
"S01006173",3
"S01006174",5
"S01006175",5
"S01006176",7
"S01006177",9
"S01006178",6
"S01006179",5
"S01006180",8
"S01006181",8
"S01006182",10
"S01006183",8
"S01006184",4
"S01006185",4
"S01006186",8
"S01006187",8
"S01006188",8
"S01006189",9
"S01006190",5
"S01006191",9
"S01006192",9
"S01006193",9
"S01006194",8
"S01006195",9
"S01006196",7
"S01006197",8
"S01006198",10
"S01006199",9
"S01006200",5
"S01006201",7
"S01006202",9
"S01006203",3
"S01006204",5
"S01006205",3
"S01006206",5
"S01006207",7
"S01006208",6
"S01006209",4
"S01006210",6
"S01006211",8
"S01006212",1
"S01006213",5
"S01006214",8
"S01006215",5
"S01006216",3
"S01006217",8
"S01006218",4
"S01006219",7
"S01006220",2
"S01006221",8
"S01006222",7
"S01006223",2
"S01006224",4
"S01006225",7
"S01006226",1
"S01006227",3
"S01006228",1
"S01006229",9
"S01006230",8
"S01006231",8
"S01006232",1
"S01006233",6
"S01006234",9
"S01006235",2
"S01006236",9
"S01006237",7
"S01006238",6
"S01006239",3
"S01006240",8
"S01006241",10
"S01006242",8
"S01006243",2
"S01006244",6
"S01006245",7
"S01006246",6
"S01006247",5
"S01006248",1
"S01006249",9
"S01006250",7
"S01006251",5
"S01006252",3
"S01006253",8
"S01006254",3
"S01006255",4
"S01006256",8
"S01006257",7
"S01006258",8
"S01006259",8
"S01006260",9
"S01006261",7
"S01006262",7
"S01006263",8
"S01006264",1
"S01006265",7
"S01006266",8
"S01006267",7
"S01006268",3
"S01006269",8
"S01006270",5
"S01006271",8
"S01006272",8
"S01006273",6
"S01006274",5
"S01006275",3
"S01006276",6
"S01006277",5
"S01006278",8
"S01006279",6
"S01006280",8
"S01006281",8
"S01006282",6
"S01006283",7
"S01006284",7
"S01006285",6
"S01006286",8
"S01006287",3
"S01006288",8
"S01006289",6
"S01006290",8
"S01006291",9
"S01006292",1
"S01006293",1
"S01006294",2
"S01006295",3
"S01006296",2
"S01006297",5
"S01006298",3
"S01006299",7
"S01006300",8
"S01006301",8
"S01006302",3
"S01006303",4
"S01006304",6
"S01006305",5
"S01006306",3
"S01006307",7
"S01006308",6
"S01006309",4
"S01006310",5
"S01006311",6
"S01006312",9
"S01006313",5
"S01006314",1
"S01006315",7
"S01006316",2
"S01006317",5
"S01006318",4
"S01006319",6
"S01006320",6
"S01006321",1
"S01006322",1
"S01006323",2
"S01006324",1
"S01006325",4
"S01006326",9
"S01006327",6
"S01006328",7
"S01006329",3
"S01006330",7
"S01006331",3
"S01006332",6
"S01006333",8
"S01006334",6
"S01006335",4
"S01006336",1
"S01006337",1
"S01006338",4
"S01006339",5
"S01006340",3
"S01006341",2
"S01006342",5
"S01006343",6
"S01006344",7
"S01006345",3
"S01006346",3
"S01006347",2
"S01006348",3
"S01006349",7
"S01006350",8
"S01006351",8
"S01006352",7
"S01006353",2
"S01006354",6
"S01006355",8
"S01006356",4
"S01006357",2
"S01006358",9
"S01006359",3
"S01006360",6
"S01006361",9
"S01006362",5
"S01006363",2
"S01006364",6
"S01006365",2
"S01006366",1
"S01006367",4
"S01006368",1
"S01006369",3
"S01006370",2
"S01006371",2
"S01006372",5
"S01006373",7
"S01006374",5
"S01006375",6
"S01006376",6
"S01006377",7
"S01006378",2
"S01006379",5
"S01006380",8
"S01006381",6
"S01006382",6
"S01006383",5
"S01006384",2
"S01006385",7
"S01006386",7
"S01006387",5
"S01006388",8
"S01006389",6
"S01006390",7
"S01006391",1
"S01006392",6
"S01006393",6
"S01006394",7
"S01006395",9
"S01006396",8
"S01006397",3
"S01006398",6
"S01006399",4
"S01006400",2
"S01006401",9
"S01006402",9
"S01006403",5
"S01006404",8
"S01006405",9
"S01006406",8
"S01006407",4
"S01006408",8
"S01006409",9
"S01006410",7
"S01006411",8
"S01006412",7
"S01006413",7
"S01006414",3
"S01006415",3
"S01006416",10
"S01006417",4
"S01006418",7
"S01006419",7
"S01006420",8
"S01006421",2
"S01006422",8
"S01006423",8
"S01006424",5
"S01006425",5
"S01006426",2
"S01006427",7
"S01006428",6
"S01006429",9
"S01006430",1
"S01006431",2
"S01006432",5
"S01006433",7
"S01006434",5
"S01006435",6
"S01006436",6
"S01006437",5
"S01006438",9
"S01006439",9
"S01006440",7
"S01006441",7
"S01006442",5
"S01006443",4
"S01006444",3
"S01006445",6
"S01006446",2
"S01006447",8
"S01006448",3
"S01006449",2
"S01006450",8
"S01006451",7
"S01006452",6
"S01006453",7
"S01006454",3
"S01006455",8
"S01006456",2
"S01006457",6
"S01006458",1
"S01006459",4
"S01006460",3
"S01006461",2
"S01006462",3
"S01006463",3
"S01006464",4
"S01006465",3
"S01006466",2
"S01006467",3
"S01006468",2
"S01006469",3
"S01006470",8
"S01006471",8
"S01006472",7
"S01006473",1
"S01006474",5
"S01006475",5
"S01006476",6
"S01006477",8
"S01006478",6
"S01006479",4
"S01006480",2
"S01006481",7
"S01006482",5
"S01006483",6
"S01006484",5
"S01006485",1
"S01006486",1
"S01006487",6
"S01006488",2
"S01006489",4
"S01006490",1
"S01006491",1
"S01006492",8
"S01006493",9
"S01006494",2
"S01006495",4
"S01006496",9
"S01006497",7
"S01006498",5
"S01006499",3
"S01006500",3
"S01006501",1
"S01006502",3
"S01006503",2
"S01006504",2
"S01006505",1
